load,tempc,year,month,day,hour
52.2,17.01358139,2011,1,1,0
49.9,22.67571453,2011,1,1,1
46.5,17.5049536,2011,1,1,2
42.5,22.30157476,2011,1,1,3
39.3,15.90543833,2011,1,1,4
36.8,16.18816156,2011,1,1,5
32.6,16.58725643,2011,1,1,6
29.3,18.45996549,2011,1,1,7
29.8,12.64269638,2011,1,1,8
31.8,8.842658652,2011,1,1,9
34.4,9.293951187,2011,1,1,10
37.4,12.1069981,2011,1,1,11
40.2,10.36492905,2011,1,1,12
42.2,10.03350337,2011,1,1,13
43,9.188511085,2011,1,1,14
42.6,17.84662737,2011,1,1,15
41.7,15.4590136,2011,1,1,16
41.1,20.51550545,2011,1,1,17
40.7,18.21151711,2011,1,1,18
40.9,13.01197793,2011,1,1,19
42.4,23.7279837,2011,1,1,20
53.2,20.51037787,2011,1,1,21
55.9,19.17101812,2011,1,1,22
53.2,13.28524039,2011,1,1,23
48,9.384600952,2011,1,2,0
42.7,8.609726157,2011,1,2,1
38.7,7.050354579,2011,1,2,2
36.3,4.269265841,2011,1,2,3
34.9,7.023485654,2011,1,2,4
34.4,4.321211347,2011,1,2,5
32.1,7.400863003,2011,1,2,6
29.9,3.553217268,2011,1,2,7
33,3.643903105,2011,1,2,8
37.7,-0.15671987,2011,1,2,9
43.1,1.206167489,2011,1,2,10
47.6,3.972959303,2011,1,2,11
49.7,1.115780029,2011,1,2,12
52.2,2.377889209,2011,1,2,13
53.1,5.0887022,2011,1,2,14
52.3,7.180454698,2011,1,2,15
51.1,7.577972833,2011,1,2,16
50.4,13.17872529,2011,1,2,17
50,13.4989519,2011,1,2,18
50,11.83715005,2011,1,2,19
52.2,18.74091076,2011,1,2,20
62.9,13.35583329,2011,1,2,21
63.7,14.54810841,2011,1,2,22
58,10.17132206,2011,1,2,23
50.4,8.306732623,2011,1,3,0
43.5,6.202608019,2011,1,3,1
39.3,6.617034894,2011,1,3,2
37.2,3.113055934,2011,1,3,3
36.7,2.151426286,2011,1,3,4
36.7,4.625461235,2011,1,3,5
37.4,8.265072103,2011,1,3,6
42,3.876461207,2011,1,3,7
50.1,0.871764444,2011,1,3,8
57.1,4.347345675,2011,1,3,9
63.3,-1.176396237,2011,1,3,10
67.6,4.867011241,2011,1,3,11
70,3.680395898,2011,1,3,12
71.7,4.928141373,2011,1,3,13
72.7,6.481512415,2011,1,3,14
72.6,7.523417732,2011,1,3,15
72.1,13.55885189,2011,1,3,16
70,9.548489985,2011,1,3,17
66.1,14.21880097,2011,1,3,18
63.3,13.34721989,2011,1,3,19
64.2,15.29416841,2011,1,3,20
72.5,10.79238879,2011,1,3,21
70.4,10.63067096,2011,1,3,22
63,9.024709234,2011,1,3,23
54.2,8.335901898,2011,1,4,0
47.3,12.18396013,2011,1,4,1
43.3,14.97700842,2011,1,4,2
41,14.18358198,2011,1,4,3
40.5,10.76659495,2011,1,4,4
40.4,7.119070527,2011,1,4,5
42,5.509506721,2011,1,4,6
46.1,13.98375732,2011,1,4,7
53.8,8.109069238,2011,1,4,8
59.1,10.9424434,2011,1,4,9
63.8,10.57427076,2011,1,4,10
67.4,10.56553476,2011,1,4,11
68.5,10.63020543,2011,1,4,12
69.7,13.95953053,2011,1,4,13
70.3,16.95175329,2011,1,4,14
69.1,12.08216251,2011,1,4,15
67.6,15.56885366,2011,1,4,16
65.6,16.0373003,2011,1,4,17
64.7,16.4579054,2011,1,4,18
62.2,19.74724819,2011,1,4,19
62.1,19.09659939,2011,1,4,20
71.2,19.31642644,2011,1,4,21
70.6,14.26062021,2011,1,4,22
63.9,11.71871217,2011,1,4,23
54.8,15.87062305,2011,1,5,0
47.7,11.55961069,2011,1,5,1
43.3,17.7631659,2011,1,5,2
40.9,19.12476647,2011,1,5,3
40.6,15.55684444,2011,1,5,4
40.5,21.35836513,2011,1,5,5
40.8,15.94453696,2011,1,5,6
44.8,17.83963099,2011,1,5,7
52.7,17.12991927,2011,1,5,8
59.1,16.40469194,2011,1,5,9
64.4,14.87129463,2011,1,5,10
68.2,14.12043265,2011,1,5,11
70.6,17.5629532,2011,1,5,12
72.3,12.49876503,2011,1,5,13
73.4,14.86102612,2011,1,5,14
72.9,15.99455588,2011,1,5,15
72.4,19.8890327,2011,1,5,16
71,12.86190566,2011,1,5,17
68.2,21.55946441,2011,1,5,18
64.6,20.81449559,2011,1,5,19
63.9,22.50862334,2011,1,5,20
72.1,28.67622321,2011,1,5,21
72.2,18.50097329,2011,1,5,22
66.2,17.02586656,2011,1,5,23
57.8,15.65891412,2011,1,6,0
50.2,17.44093752,2011,1,6,1
45.4,15.5979804,2011,1,6,2
42.2,9.71628331,2011,1,6,3
41.7,11.99457768,2011,1,6,4
41.8,11.50874277,2011,1,6,5
41.8,10.18268694,2011,1,6,6
45.8,7.301839967,2011,1,6,7
54.4,8.244616766,2011,1,6,8
61.1,10.29711212,2011,1,6,9
67.2,9.024004291,2011,1,6,10
70.9,7.149016524,2011,1,6,11
73.1,6.554002894,2011,1,6,12
75,-0.128316988,2011,1,6,13
75.9,7.438790137,2011,1,6,14
75.4,15.46814735,2011,1,6,15
74.6,16.1938504,2011,1,6,16
71.9,18.45700213,2011,1,6,17
68.3,15.73798998,2011,1,6,18
64.8,19.23243766,2011,1,6,19
63.7,22.72853136,2011,1,6,20
71.9,17.23026385,2011,1,6,21
71.2,21.30058515,2011,1,6,22
65.1,19.91174908,2011,1,6,23
57.2,15.91439748,2011,1,7,0
49.7,9.026160304,2011,1,7,1
44.9,13.1335547,2011,1,7,2
42.5,8.491632271,2011,1,7,3
41.7,10.64848641,2011,1,7,4
41.5,8.388134898,2011,1,7,5
41.9,6.194219558,2011,1,7,6
45.9,9.267687321,2011,1,7,7
54.3,3.405753992,2011,1,7,8
58.2,9.090973588,2011,1,7,9
64.9,8.479373433,2011,1,7,10
68.9,8.809624648,2011,1,7,11
70.9,5.810042076,2011,1,7,12
72.4,9.124720013,2011,1,7,13
73,12.39335791,2011,1,7,14
72.1,10.73445194,2011,1,7,15
71.5,16.85832436,2011,1,7,16
68.9,22.16424422,2011,1,7,17
65.3,21.78692949,2011,1,7,18
62.3,17.35009234,2011,1,7,19
61.4,26.29424115,2011,1,7,20
69.6,14.94840115,2011,1,7,21
69.1,21.95917325,2011,1,7,22
63.5,21.42163042,2011,1,7,23
57.2,20.11359269,2011,1,8,0
51,13.75788214,2011,1,8,1
46.6,10.41734167,2011,1,8,2
42.9,12.32493774,2011,1,8,3
41.4,13.24237688,2011,1,8,4
40.7,10.12324859,2011,1,8,5
38.8,6.040646699,2011,1,8,6
37.9,9.513963985,2011,1,8,7
43.4,8.135139195,2011,1,8,8
49.6,8.309304025,2011,1,8,9
55.8,8.991251652,2011,1,8,10
59.7,4.647211109,2011,1,8,11
61.5,9.9835853,2011,1,8,12
63.6,4.538187521,2011,1,8,13
63.3,9.412626028,2011,1,8,14
61.7,12.80918526,2011,1,8,15
60.3,13.58607038,2011,1,8,16
58.6,11.6509646,2011,1,8,17
57.2,20.29783216,2011,1,8,18
56.6,21.1403785,2011,1,8,19
57,19.52727427,2011,1,8,20
64.3,17.72446654,2011,1,8,21
63.6,15.24039065,2011,1,8,22
59.9,15.15835782,2011,1,8,23
54.1,11.70984952,2011,1,9,0
48.3,8.915104419,2011,1,9,1
43.7,11.49033467,2011,1,9,2
40.4,11.07167732,2011,1,9,3
38.6,8.264100733,2011,1,9,4
37.6,9.636620617,2011,1,9,5
35.3,11.67066329,2011,1,9,6
32.8,7.449440829,2011,1,9,7
35.9,8.179122306,2011,1,9,8
40.8,7.814383234,2011,1,9,9
46.4,6.896289588,2011,1,9,10
51.2,10.01809894,2011,1,9,11
53.7,1.175934785,2011,1,9,12
56.2,3.982759009,2011,1,9,13
56.8,5.038485659,2011,1,9,14
55.8,3.422105329,2011,1,9,15
54.7,9.620181453,2011,1,9,16
53.7,8.247732627,2011,1,9,17
52.9,6.582377836,2011,1,9,18
52.8,9.090406778,2011,1,9,19
54.3,6.120998223,2011,1,9,20
64.7,11.44907179,2011,1,9,21
65.2,6.66003936,2011,1,9,22
59.5,7.197997979,2011,1,9,23
53,8.837083743,2011,1,10,0
45.9,5.859565034,2011,1,10,1
41.6,7.401504624,2011,1,10,2
39.5,6.742165397,2011,1,10,3
38.8,1.250592305,2011,1,10,4
39.1,8.581100365,2011,1,10,5
40.3,6.759854481,2011,1,10,6
44.4,6.086087649,2011,1,10,7
53.1,0.810688599,2011,1,10,8
60.2,0.91082009,2011,1,10,9
66.2,5.224364091,2011,1,10,10
69.9,5.576673735,2011,1,10,11
72.4,2.000710338,2011,1,10,12
74.1,6.710265291,2011,1,10,13
75.4,7.19287169,2011,1,10,14
75.7,4.761913856,2011,1,10,15
75.2,1.657725631,2011,1,10,16
72.8,3.196782776,2011,1,10,17
68.9,5.759151591,2011,1,10,18
65.3,1.006542384,2011,1,10,19
64.4,8.294061499,2011,1,10,20
72.6,7.266267535,2011,1,10,21
71.7,5.303691191,2011,1,10,22
65.2,6.353938132,2011,1,10,23
57,4.508501767,2011,1,11,0
49.4,3.565256922,2011,1,11,1
45,2.877262418,2011,1,11,2
42.7,3.61373181,2011,1,11,3
41.6,4.785065243,2011,1,11,4
41.5,7.81575661,2011,1,11,5
42,2.607469917,2011,1,11,6
45.9,1.250205981,2011,1,11,7
54.4,3.275010664,2011,1,11,8
60.5,7.378830548,2011,1,11,9
66.6,1.882811055,2011,1,11,10
70.1,0.114856116,2011,1,11,11
72.7,-0.01758174,2011,1,11,12
74.7,7.508708174,2011,1,11,13
75.2,2.59901805,2011,1,11,14
75.4,3.933651456,2011,1,11,15
74.8,5.446480152,2011,1,11,16
73.1,8.829498888,2011,1,11,17
70.3,9.924886571,2011,1,11,18
66.5,3.149616768,2011,1,11,19
64.8,11.31363118,2011,1,11,20
72.7,2.030658436,2011,1,11,21
71.7,10.4672881,2011,1,11,22
65.7,6.741608781,2011,1,11,23
57.6,5.846523192,2011,1,12,0
49.7,2.284869254,2011,1,12,1
45.1,7.903187339,2011,1,12,2
43,6.016613042,2011,1,12,3
41.8,2.349658286,2011,1,12,4
41.8,-1.201975804,2011,1,12,5
42.6,-2.877354118,2011,1,12,6
46.2,-4.329877274,2011,1,12,7
54.8,3.817813909,2011,1,12,8
61.4,-4.998854531,2011,1,12,9
67.1,-4.774516076,2011,1,12,10
71,-2.737860866,2011,1,12,11
73.1,0.257195743,2011,1,12,12
75,-6.849204091,2011,1,12,13
75.9,2.020200626,2011,1,12,14
75.9,1.103892879,2011,1,12,15
75.2,0.748876318,2011,1,12,16
73.4,7.632713385,2011,1,12,17
69.9,9.93825102,2011,1,12,18
66,4.631852411,2011,1,12,19
64.8,8.393953852,2011,1,12,20
73,7.256350364,2011,1,12,21
72.7,2.351704764,2011,1,12,22
66.7,4.980426113,2011,1,12,23
58.8,5.698111295,2011,1,13,0
51.3,4.171782803,2011,1,13,1
46.5,5.910561455,2011,1,13,2
44.1,1.537664701,2011,1,13,3
43.1,1.601174534,2011,1,13,4
43,0.198025485,2011,1,13,5
43.8,-0.173559761,2011,1,13,6
46.9,3.670191784,2011,1,13,7
54.8,0.10073975,2011,1,13,8
61.4,0.038395499,2011,1,13,9
67.4,1.448900856,2011,1,13,10
71.3,1.552330215,2011,1,13,11
73.4,4.716897017,2011,1,13,12
74.6,5.277485161,2011,1,13,13
75,-0.933512654,2011,1,13,14
74.7,2.147860175,2011,1,13,15
73.7,2.824991888,2011,1,13,16
71.6,-1.166185144,2011,1,13,17
68.7,4.610043679,2011,1,13,18
65.3,1.127670425,2011,1,13,19
64,-1.777287667,2011,1,13,20
72.2,2.838008873,2011,1,13,21
71.2,0.908312268,2011,1,13,22
65.2,-0.366361225,2011,1,13,23
57.8,8.552898965,2011,1,14,0
50.2,5.358774656,2011,1,14,1
45.7,4.874691984,2011,1,14,2
43.4,3.800783208,2011,1,14,3
42.4,4.003886623,2011,1,14,4
42.1,9.734075283,2011,1,14,5
42.8,7.351678432,2011,1,14,6
46.2,1.686730322,2011,1,14,7
54.6,3.246506592,2011,1,14,8
61.4,0.41369441,2011,1,14,9
67.4,-0.312220992,2011,1,14,10
70.9,6.114951803,2011,1,14,11
73,4.827661942,2011,1,14,12
74.6,2.796146453,2011,1,14,13
75.4,3.963071019,2011,1,14,14
75,7.449669516,2011,1,14,15
74.9,9.327052269,2011,1,14,16
72.1,13.73164697,2011,1,14,17
68.2,7.284897303,2011,1,14,18
64.5,10.27081631,2011,1,14,19
62.7,12.35655751,2011,1,14,20
70.2,8.913186039,2011,1,14,21
68.8,14.75134215,2011,1,14,22
64.2,12.93226409,2011,1,14,23
57.7,10.76418366,2011,1,15,0
51.2,8.332242662,2011,1,15,1
46.2,9.555533698,2011,1,15,2
43.6,6.386349799,2011,1,15,3
42,12.72097809,2011,1,15,4
41.2,7.707564267,2011,1,15,5
39.5,10.80203578,2011,1,15,6
38.4,6.78305191,2011,1,15,7
43.5,7.440443844,2011,1,15,8
49.6,11.04226871,2011,1,15,9
55.8,3.891922175,2011,1,15,10
59.8,14.21363277,2011,1,15,11
61.7,6.288548707,2011,1,15,12
62.9,10.06961392,2011,1,15,13
62.5,8.320115015,2011,1,15,14
60.8,6.852951119,2011,1,15,15
59.4,7.622802452,2011,1,15,16
57,16.24611487,2011,1,15,17
55.4,15.85961802,2011,1,15,18
54.6,16.97125188,2011,1,15,19
54.7,16.71002234,2011,1,15,20
62.9,14.42503078,2011,1,15,21
61.9,16.46764398,2011,1,15,22
56.5,18.64810394,2011,1,15,23
51.1,13.08136085,2011,1,16,0
45.8,11.34997991,2011,1,16,1
41.5,14.88436421,2011,1,16,2
38.7,16.08362791,2011,1,16,3
37.4,10.93274495,2011,1,16,4
36.4,15.18457312,2011,1,16,5
34.2,9.333990342,2011,1,16,6
31.5,16.02040593,2011,1,16,7
34.8,11.75034853,2011,1,16,8
39.1,10.79692772,2011,1,16,9
44.6,17.28758674,2011,1,16,10
48.6,10.80831244,2011,1,16,11
50.7,14.88229354,2011,1,16,12
52.6,11.35609247,2011,1,16,13
53.2,13.24380723,2011,1,16,14
52.5,12.70342248,2011,1,16,15
51.8,15.51334283,2011,1,16,16
51.4,14.40180369,2011,1,16,17
51.1,9.162060645,2011,1,16,18
51,12.12759269,2011,1,16,19
52.4,11.65837015,2011,1,16,20
62.7,16.43541828,2011,1,16,21
62.9,14.19705739,2011,1,16,22
57.7,13.13719663,2011,1,16,23
50.6,14.04371785,2011,1,17,0
44.1,12.61018135,2011,1,17,1
39.8,18.05609282,2011,1,17,2
37.6,15.76625413,2011,1,17,3
37.4,9.042512073,2011,1,17,4
37.5,9.041133576,2011,1,17,5
39,12.81678546,2011,1,17,6
43.2,11.66651766,2011,1,17,7
51.5,16.00574462,2011,1,17,8
57.4,9.899645394,2011,1,17,9
64,8.899975843,2011,1,17,10
68.6,11.1196417,2011,1,17,11
70.8,10.89305136,2011,1,17,12
72.9,17.08208145,2011,1,17,13
73.9,8.66153768,2011,1,17,14
73.9,8.630359504,2011,1,17,15
73.7,11.18940162,2011,1,17,16
71.7,8.074772537,2011,1,17,17
68.3,11.36183679,2011,1,17,18
65.2,11.87237906,2011,1,17,19
63.8,14.56300732,2011,1,17,20
71.4,15.88348803,2011,1,17,21
70.3,14.49903093,2011,1,17,22
63.9,12.12417215,2011,1,17,23
56,9.851627289,2011,1,18,0
48.6,13.81514929,2011,1,18,1
44.2,12.1844923,2011,1,18,2
42,11.37608398,2011,1,18,3
41.3,11.79542983,2011,1,18,4
41.1,12.92839751,2011,1,18,5
41.8,7.461190691,2011,1,18,6
45.4,14.15542559,2011,1,18,7
53.5,12.92803755,2011,1,18,8
59.8,5.950739481,2011,1,18,9
65.2,11.15362356,2011,1,18,10
68.8,11.81530813,2011,1,18,11
71,14.81103512,2011,1,18,12
72.9,13.30221225,2011,1,18,13
74,11.78800743,2011,1,18,14
74.4,13.58042007,2011,1,18,15
73.8,10.90342162,2011,1,18,16
70.9,17.82172662,2011,1,18,17
67,18.02906737,2011,1,18,18
63.7,15.20023924,2011,1,18,19
63,11.56611878,2011,1,18,20
70.8,11.02294439,2011,1,18,21
69.7,12.21900589,2011,1,18,22
63.5,13.59608371,2011,1,18,23
55.5,9.315333078,2011,1,19,0
48.4,12.06828154,2011,1,19,1
43.9,12.8158751,2011,1,19,2
41.8,15.10602889,2011,1,19,3
40.9,8.930472144,2011,1,19,4
41,8.404678488,2011,1,19,5
41.9,7.765928586,2011,1,19,6
45.2,7.458842066,2011,1,19,7
53.1,8.31276368,2011,1,19,8
59.3,7.33589032,2011,1,19,9
63.8,9.626799194,2011,1,19,10
67.4,4.659642351,2011,1,19,11
69.7,5.338737558,2011,1,19,12
70.9,10.85443437,2011,1,19,13
72,7.261928715,2011,1,19,14
72.1,6.273567985,2011,1,19,15
71.4,10.5312765,2011,1,19,16
69.7,12.73383558,2011,1,19,17
66.9,17.31084416,2011,1,19,18
64.4,19.60294798,2011,1,19,19
63.6,17.34714382,2011,1,19,20
71.3,16.04784597,2011,1,19,21
70.2,11.14436719,2011,1,19,22
64.5,9.350715946,2011,1,19,23
57.1,14.5211895,2011,1,20,0
49.9,12.48356064,2011,1,20,1
45.2,15.07725429,2011,1,20,2
43.1,9.377250181,2011,1,20,3
41.7,8.215106111,2011,1,20,4
41.5,6.813383224,2011,1,20,5
42.8,11.55623987,2011,1,20,6
45.9,13.01988141,2011,1,20,7
54.1,14.22089906,2011,1,20,8
60.4,10.88478434,2011,1,20,9
65.7,11.26517361,2011,1,20,10
69.9,11.64873078,2011,1,20,11
72.2,17.44449724,2011,1,20,12
73.5,14.92845445,2011,1,20,13
74.5,18.50640334,2011,1,20,14
74.6,15.30887226,2011,1,20,15
74.1,14.13144351,2011,1,20,16
71.7,19.70580613,2011,1,20,17
68.3,16.24354128,2011,1,20,18
65,14.73399227,2011,1,20,19
63.7,7.284265484,2011,1,20,20
71.3,13.84122969,2011,1,20,21
70.1,9.897555472,2011,1,20,22
64.4,3.861436878,2011,1,20,23
56.5,4.273506279,2011,1,21,0
49.6,-0.25189253,2011,1,21,1
45,2.517717672,2011,1,21,2
42.6,2.903600586,2011,1,21,3
41.8,-0.410230219,2011,1,21,4
42,1.981623044,2011,1,21,5
42.7,-1.051517951,2011,1,21,6
45.4,-0.480675175,2011,1,21,7
53.8,-0.231108479,2011,1,21,8
60,0.119404929,2011,1,21,9
65.9,-2.618866442,2011,1,21,10
69.5,1.292959097,2011,1,21,11
71.3,0.152335755,2011,1,21,12
72.6,2.119010102,2011,1,21,13
73.2,2.860790363,2011,1,21,14
73.1,1.647369251,2011,1,21,15
72.6,6.908360541,2011,1,21,16
70.4,2.654358917,2011,1,21,17
66.4,1.724764514,2011,1,21,18
63.4,7.699953024,2011,1,21,19
62.5,5.623503271,2011,1,21,20
69.3,8.745737535,2011,1,21,21
67.9,8.964664784,2011,1,21,22
63,6.802755874,2011,1,21,23
57.6,6.578982112,2011,1,22,0
51.6,6.028208743,2011,1,22,1
46.8,10.01104993,2011,1,22,2
43.8,-2.330231224,2011,1,22,3
42.2,4.278716502,2011,1,22,4
41.1,8.325719515,2011,1,22,5
40.1,-0.117356179,2011,1,22,6
38.5,-1.256803838,2011,1,22,7
43.6,1.367779656,2011,1,22,8
49.7,-1.01586746,2011,1,22,9
55.9,1.90088784,2011,1,22,10
59.8,-0.733556577,2011,1,22,11
62,-7.353612068,2011,1,22,12
63.4,2.935753958,2011,1,22,13
63,1.513656326,2011,1,22,14
61.7,9.068321983,2011,1,22,15
60.5,12.37786646,2011,1,22,16
58.9,16.95339444,2011,1,22,17
57.6,15.37666461,2011,1,22,18
56.9,17.27851418,2011,1,22,19
57.1,17.90485836,2011,1,22,20
64.3,11.52229474,2011,1,22,21
62.9,10.60636134,2011,1,22,22
58.6,13.41238344,2011,1,22,23
53.7,11.25535807,2011,1,23,0
48.5,8.726819677,2011,1,23,1
43.6,14.6823174,2011,1,23,2
40.9,0.774841902,2011,1,23,3
39.2,7.451402196,2011,1,23,4
37.8,3.024647297,2011,1,23,5
36.6,-1.116486534,2011,1,23,6
33.7,-0.307458977,2011,1,23,7
36.6,-1.37491858,2011,1,23,8
41.5,4.369425484,2011,1,23,9
46.9,3.065990689,2011,1,23,10
50.6,6.90710126,2011,1,23,11
53.4,2.21760402,2011,1,23,12
55.9,6.564107909,2011,1,23,13
56.2,11.29439794,2011,1,23,14
55.4,13.05503521,2011,1,23,15
54.7,16.77977848,2011,1,23,16
54.1,17.18181798,2011,1,23,17
53.7,15.95888846,2011,1,23,18
53.5,17.60832149,2011,1,23,19
54.4,16.21832379,2011,1,23,20
64,17.24547911,2011,1,23,21
64,16.0736377,2011,1,23,22
59.3,16.35205385,2011,1,23,23
52.3,14.34226181,2011,1,24,0
46.3,13.9389645,2011,1,24,1
42,14.40171933,2011,1,24,2
40,12.3039514,2011,1,24,3
38.8,11.64434985,2011,1,24,4
39,13.15490876,2011,1,24,5
40.9,9.447757664,2011,1,24,6
44.8,15.25877615,2011,1,24,7
53.8,12.58162388,2011,1,24,8
60.7,13.10537768,2011,1,24,9
66.4,14.77181186,2011,1,24,10
70.5,9.429692147,2011,1,24,11
73,11.62994955,2011,1,24,12
74.6,9.791248876,2011,1,24,13
75.6,7.990269674,2011,1,24,14
75.6,7.490177135,2011,1,24,15
74.8,10.60008244,2011,1,24,16
72.8,10.10155984,2011,1,24,17
69.5,10.17495856,2011,1,24,18
66.2,10.33142236,2011,1,24,19
65.5,8.74218911,2011,1,24,20
73.3,8.915841185,2011,1,24,21
71.2,14.48823985,2011,1,24,22
65.1,8.942367477,2011,1,24,23
57.4,10.3557284,2011,1,25,0
50.1,7.196045447,2011,1,25,1
45.7,12.7115748,2011,1,25,2
43.5,9.873005396,2011,1,25,3
42.3,11.94678311,2011,1,25,4
42,10.72978119,2011,1,25,5
43.6,10.57259137,2011,1,25,6
46.9,13.00201442,2011,1,25,7
55.4,8.739304257,2011,1,25,8
62,9.487557433,2011,1,25,9
67.7,10.13600473,2011,1,25,10
71.7,9.252814236,2011,1,25,11
74.3,7.073170725,2011,1,25,12
75.6,10.55184587,2011,1,25,13
76.8,7.559410527,2011,1,25,14
76.9,6.494326511,2011,1,25,15
76,7.50687533,2011,1,25,16
73.8,8.926441967,2011,1,25,17
70,15.23621692,2011,1,25,18
66.7,12.47294463,2011,1,25,19
65.6,13.25288571,2011,1,25,20
73.2,12.7456391,2011,1,25,21
71.2,13.93489588,2011,1,25,22
65.5,10.66580882,2011,1,25,23
57.9,11.97904336,2011,1,26,0
50.9,8.500702806,2011,1,26,1
46.5,10.09536269,2011,1,26,2
44.2,6.594635703,2011,1,26,3
43.1,6.328851275,2011,1,26,4
43.1,4.465628357,2011,1,26,5
44.2,4.402537162,2011,1,26,6
46.8,5.305877901,2011,1,26,7
55.1,4.247381342,2011,1,26,8
61.5,2.478147842,2011,1,26,9
67.3,4.738600675,2011,1,26,10
71.3,4.894148844,2011,1,26,11
72.6,2.727072159,2011,1,26,12
74.1,3.632931954,2011,1,26,13
75.3,5.913315311,2011,1,26,14
75.6,9.631891984,2011,1,26,15
74.8,9.901698686,2011,1,26,16
72.5,15.53050989,2011,1,26,17
69.1,14.4479737,2011,1,26,18
65.7,15.92730828,2011,1,26,19
64.9,13.23917886,2011,1,26,20
72.4,19.95947178,2011,1,26,21
70.9,15.16950536,2011,1,26,22
65.2,12.24578147,2011,1,26,23
58.6,12.66409366,2011,1,27,0
51.4,2.897222958,2011,1,27,1
46.6,7.036221061,2011,1,27,2
44.4,4.834218505,2011,1,27,3
43.5,5.669347883,2011,1,27,4
43.3,4.436746347,2011,1,27,5
44.9,11.49744704,2011,1,27,6
47.5,6.217148418,2011,1,27,7
55.4,5.546399478,2011,1,27,8
62.1,7.148206278,2011,1,27,9
67.9,7.657764566,2011,1,27,10
71.7,3.863624219,2011,1,27,11
73.4,2.746767572,2011,1,27,12
75.2,4.830626454,2011,1,27,13
76.4,7.536922178,2011,1,27,14
76.4,15.98982945,2011,1,27,15
75.7,12.53350196,2011,1,27,16
73.8,16.00247365,2011,1,27,17
70.6,17.52854045,2011,1,27,18
67.2,15.85825002,2011,1,27,19
66.2,22.32289615,2011,1,27,20
73.6,20.90377539,2011,1,27,21
71.7,20.97276564,2011,1,27,22
66.3,17.23175563,2011,1,27,23
59.2,13.32066481,2011,1,28,0
51.1,15.49236825,2011,1,28,1
46.8,10.04134302,2011,1,28,2
44.7,14.07249365,2011,1,28,3
43.5,13.0957204,2011,1,28,4
43.4,10.6874808,2011,1,28,5
44.6,12.0959547,2011,1,28,6
47.1,9.684986364,2011,1,28,7
55.6,9.243364636,2011,1,28,8
62.3,9.057919638,2011,1,28,9
68.3,4.818777454,2011,1,28,10
72.4,7.654393529,2011,1,28,11
74.4,8.480009521,2011,1,28,12
76.2,3.69914329,2011,1,28,13
77.1,11.37433305,2011,1,28,14
76.9,15.81010007,2011,1,28,15
76.3,13.34854389,2011,1,28,16
73.5,18.42092177,2011,1,28,17
69,23.15838868,2011,1,28,18
65.5,23.72717394,2011,1,28,19
63.9,25.96411351,2011,1,28,20
71.2,21.59695217,2011,1,28,21
69.1,23.62861947,2011,1,28,22
64.2,17.58124841,2011,1,28,23
59,18.62049379,2011,1,29,0
52.1,15.09053897,2011,1,29,1
47.6,15.45811678,2011,1,29,2
44.2,10.44073266,2011,1,29,3
41.7,17.84691356,2011,1,29,4
41,11.59925218,2011,1,29,5
40.2,14.03584473,2011,1,29,6
38.5,12.62110982,2011,1,29,7
43,17.05525689,2011,1,29,8
48.4,10.31386121,2011,1,29,9
53.9,13.94079009,2011,1,29,10
57.5,12.90222598,2011,1,29,11
59.2,15.3053381,2011,1,29,12
60.4,12.78006635,2011,1,29,13
59.4,15.56261678,2011,1,29,14
58.1,20.94896771,2011,1,29,15
56.8,18.82083728,2011,1,29,16
55.3,23.40538419,2011,1,29,17
54.1,20.98297013,2011,1,29,18
53.8,24.98059651,2011,1,29,19
55.4,25.48475106,2011,1,29,20
63.5,22.05943801,2011,1,29,21
61.4,24.99117241,2011,1,29,22
57,19.67957336,2011,1,29,23
51.5,19.50454855,2011,1,30,0
46.3,19.04648979,2011,1,30,1
42,21.38173714,2011,1,30,2
39.6,14.904593,2011,1,30,3
37.8,20.48389662,2011,1,30,4
37.1,20.91212107,2011,1,30,5
36.1,19.3881266,2011,1,30,6
32.6,18.43535402,2011,1,30,7
35.5,21.09720488,2011,1,30,8
39.6,15.93068373,2011,1,30,9
44.8,14.6461839,2011,1,30,10
49.2,21.69333345,2011,1,30,11
51.6,17.65825822,2011,1,30,12
53.7,18.01159355,2011,1,30,13
54.3,16.9371054,2011,1,30,14
53.6,21.86421585,2011,1,30,15
52.7,20.72231248,2011,1,30,16
52.4,23.14019452,2011,1,30,17
51.9,21.40588649,2011,1,30,18
51.7,26.34928911,2011,1,30,19
53.4,18.36294612,2011,1,30,20
63.2,23.53628294,2011,1,30,21
62.5,22.66157402,2011,1,30,22
57.4,20.10056493,2011,1,30,23
50.6,16.04084624,2011,1,31,0
44.4,20.39501344,2011,1,31,1
40.7,17.72088768,2011,1,31,2
38.6,17.3074685,2011,1,31,3
37.9,16.83188435,2011,1,31,4
38.1,17.81200753,2011,1,31,5
40.2,14.71296164,2011,1,31,6
43.1,12.94856079,2011,1,31,7
51.1,13.96493092,2011,1,31,8
57.6,14.52816186,2011,1,31,9
64,14.2956877,2011,1,31,10
68.5,10.28593156,2011,1,31,11
70.7,13.51074234,2011,1,31,12
72.5,15.47542654,2011,1,31,13
73.3,16.89229833,2011,1,31,14
73.2,15.67563215,2011,1,31,15
72.8,18.65184182,2011,1,31,16
70.8,23.0019504,2011,1,31,17
67.8,20.94540526,2011,1,31,18
64.4,25.12597665,2011,1,31,19
63.8,25.13599239,2011,1,31,20
